date,time,workday,weather,1016-140,1034-216-1,1038-276,1025-116,9000000619,1947-211,1946-230-1,1935-230,1035-136,9000001783,1014-150,1001-156,1021-156,0174-1,0855-1,1010-1
2020-10-05,4.0,1.0,good,,,,,,,,,,,,730.0,695.0,,,
2020-10-05,5.0,1.0,good,,,,,,,,,,,,,,1691.0,1615.0,1243.0
2020-10-05,6.0,1.0,good,,451.0,,,,,,,,,,,,,,
2020-10-05,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,8.0,1.0,good,,,,,,,,87.0,,,,,,,,
2020-10-05,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,10.0,1.0,good,,,,,,,,,,,,537.0,488.0,,,
2020-10-05,11.0,1.0,good,,,,,,,,,,,,,,1149.0,1136.0,812.0
2020-10-05,12.0,1.0,good,,260.0,,,,,,,,,,,,,,
2020-10-05,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,14.0,1.0,good,,,,,,,,69.0,,,,,,,,
2020-10-05,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,16.0,1.0,good,,,,,,,,,,,,346.0,283.0,,,
2020-10-05,17.0,1.0,good,,,,,,,,,,,,,,740.0,717.0,489.0
2020-10-05,18.0,1.0,good,,198.0,,,,,,,,,,,,,,
2020-10-05,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,20.0,1.0,good,,,,,,,,32.0,,,,,,,,
2020-10-05,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,22.0,1.0,good,,,,,,,,,,,,233.0,215.0,,,
2020-10-05,23.0,1.0,good,,,,,,,,,,,,,,569.0,498.0,362.0
2020-10-05,0.0,1.0,good,,86.0,,,,,,,,,,,,,,
2020-10-05,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,2.0,1.0,good,,,,,,,,14.0,,,,,,,,
2020-10-05,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-05,4.0,1.0,good,,,,,,,,,,,,120.0,95.0,,,
2020-10-05,5.0,1.0,good,,,,,,,,,,,,,,249.0,238.0,161.0
2020-10-06,6.0,1.0,good,,27.0,,,,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,7.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,58.0,46.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,98.0,148.0,87.0
2020-10-06,12.0,1.0,good,,15.0,,,,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,5.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,29.0,25.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,74.0,99.0,56.0
2020-10-06,18.0,1.0,good,,13.0,,,,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,4.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,17.0,14.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,61.0,73.0,36.0
2020-10-06,0.0,1.0,good,,3.0,,,,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,7.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,25.0,40.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,87.0,99.0,53.0
2020-10-06,6.0,1.0,good,,30.0,,,,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,33.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,79.0,81.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,212.0,287.0,162.0
2020-10-06,12.0,1.0,good,,150.0,,,,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,97.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,392.0,429.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,1110.0,1463.0,975.0
2020-10-06,18.0,1.0,good,,379.0,,,,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,232.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,937.0,1321.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,3159.0,3468.0,2363.0
2020-10-06,0.0,1.0,good,,510.0,,,219.1843767949451,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,456.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,1003.0,1574.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,,3705.0,2715.0
2020-10-06,6.0,1.0,good,,499.0,,,177.45559985501967,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,381.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,932.0,1270.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,3266.0,2795.0,2071.0
2020-10-06,12.0,1.0,good,,437.0,,,153.5483870967742,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,254.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,846.0,1056.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,2217.0,2116.0,1599.0
2020-10-06,18.0,1.0,good,,493.0,,,136.9565217391305,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,212.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,759.0,951.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,2110.0,2119.0,1588.0
2020-10-06,0.0,1.0,good,,590.0,,,147.39454094292822,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,255.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,761.0,1044.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,2240.0,2199.0,1694.0
2020-10-06,6.0,1.0,good,,558.0,,,152.85714285714312,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,277.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,806.0,1044.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,2332.0,2277.0,1753.0
2020-10-06,12.0,1.0,good,,659.0,,,193.92902949978568,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,300.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,871.0,1035.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,2513.0,2580.0,1949.0
2020-10-06,18.0,1.0,good,,740.0,,,289.9761336515513,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,445.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,817.0,1013.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,2846.0,2741.0,1955.0
2020-10-06,0.0,1.0,good,,787.0,,,428.89561270801806,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,411.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,903.0,923.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,2688.0,3181.0,2114.0
2020-10-06,6.0,1.0,good,,823.0,,,408.57670979667284,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,363.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,847.0,951.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,2581.0,2866.0,1961.0
2020-10-06,12.0,1.0,good,,760.0,,,226.64714494875525,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,295.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,932.0,943.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,2486.0,2468.0,1882.0
2020-10-06,18.0,1.0,good,,739.0,,,157.5,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,226.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,875.0,832.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,2214.0,1992.0,1570.0
2020-10-06,0.0,1.0,good,,616.0,,,,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,153.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,791.0,682.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,1841.0,1742.0,1309.0
2020-10-06,6.0,1.0,good,,447.0,,,,,,,,,,,,,,
2020-10-06,7.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,8.0,1.0,good,,,,,,,,99.0,,,,,,,,
2020-10-06,9.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,10.0,1.0,good,,,,,,,,,,,,521.0,481.0,,,
2020-10-06,11.0,1.0,good,,,,,,,,,,,,,,1253.0,1197.0,891.0
2020-10-06,12.0,1.0,good,,256.0,,,,,,,,,,,,,,
2020-10-06,13.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,14.0,1.0,good,,,,,,,,68.0,,,,,,,,
2020-10-06,15.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,16.0,1.0,good,,,,,,,,,,,,347.0,312.0,,,
2020-10-06,17.0,1.0,good,,,,,,,,,,,,,,867.0,764.0,561.0
2020-10-06,18.0,1.0,good,,186.0,,,,,,,,,,,,,,
2020-10-06,19.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,20.0,1.0,good,,,,,,,,54.0,,,,,,,,
2020-10-06,21.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,22.0,1.0,good,,,,,,,,,,,,263.0,212.0,,,
2020-10-06,23.0,1.0,good,,,,,,,,,,,,,,572.0,464.0,333.0
2020-10-06,0.0,1.0,good,,74.0,,,,,,,,,,,,,,
2020-10-06,1.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,2.0,1.0,good,,,,,,,,19.0,,,,,,,,
2020-10-06,3.0,1.0,good,,,,,,,,,,,,,,,,
2020-10-06,4.0,1.0,good,,,,,,,,,,,,104.0,83.0,,,
2020-10-06,5.0,1.0,good,,,,,,,,,,,,,,239.0,246.0,166.0
2020-10-07,6.0,1.0,bad,,37.0,,,,,,,,,,,,,,
2020-10-07,7.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,8.0,1.0,bad,,,,,,,,4.0,,,,,,,,
2020-10-07,9.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,10.0,1.0,bad,,,,,,,,,,,,48.0,48.0,,,
2020-10-07,11.0,1.0,bad,,,,,,,,,,,,,,100.0,107.0,65.0
2020-10-07,12.0,1.0,bad,,18.0,,,,,,,,,,,,,,
2020-10-07,13.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,14.0,1.0,bad,,,,,,,,5.0,,,,,,,,
2020-10-07,15.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,16.0,1.0,bad,,,,,,,,,,,,33.0,27.0,,,
2020-10-07,17.0,1.0,bad,,,,,,,,,,,,,,73.0,88.0,47.0
2020-10-07,18.0,1.0,bad,,7.0,,,,,,,,,,,,,,
2020-10-07,19.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,20.0,1.0,bad,,,,,,,,4.0,,,,,,,,
2020-10-07,21.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,22.0,1.0,bad,,,,,,,,,,,,16.0,17.0,,,
2020-10-07,23.0,1.0,bad,,,,,,,,,,,,,,62.0,79.0,41.0
2020-10-07,0.0,1.0,bad,,10.0,,,,,,,,,,,,,,
2020-10-07,1.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,2.0,1.0,bad,,,,,,,,7.0,,,,,,,,
2020-10-07,3.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,4.0,1.0,bad,,,,,,,,,,,,34.0,38.0,,,
2020-10-07,5.0,1.0,bad,,,,,,,,,,,,,,76.0,96.0,57.0
2020-10-07,6.0,1.0,bad,,32.0,,,,,,,,,,,,,,
2020-10-07,7.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,8.0,1.0,bad,,,,,,,,14.0,,,,,,,,
2020-10-07,9.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,10.0,1.0,bad,,,,,,,,,,,,68.0,79.0,,,
2020-10-07,11.0,1.0,bad,,,,,,,,,,,,,,198.0,261.0,146.0
2020-10-07,12.0,1.0,bad,,163.0,,,,,,,,,,,,,,
2020-10-07,13.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,14.0,1.0,bad,,,,,,,,33.0,,,,,,,,
2020-10-07,15.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,16.0,1.0,bad,,,,,,,,,,,,380.0,432.0,,,
2020-10-07,17.0,1.0,bad,,,,,,,,,,,,,,1059.0,1427.0,940.0
2020-10-07,18.0,1.0,bad,,397.0,,,,,,,,,,,,,,
2020-10-07,19.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,20.0,1.0,bad,,,,,,,,70.0,,,,,,,,
2020-10-07,21.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,22.0,1.0,bad,,,,,,,,,,,,904.0,1293.0,,,
2020-10-07,23.0,1.0,bad,,,,,,,,,,,,,,3109.0,3235.0,2243.0
2020-10-07,0.0,1.0,bad,,561.0,,,298.78542510121434,,,,,,,,,,,
2020-10-07,1.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,2.0,1.0,bad,,,,,,,,141.0,,,,,,,,
2020-10-07,3.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,4.0,1.0,bad,,,,,,,,,,,,1044.0,1467.0,,,
2020-10-07,5.0,1.0,bad,,,,,,,,,,,,,,3900.0,3493.0,2506.0
2020-10-07,6.0,1.0,bad,,545.0,,,192.01790376725071,,,,,,,,,,,
2020-10-07,7.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,8.0,1.0,bad,,,,,,,,136.0,,,,,,,,
2020-10-07,9.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,10.0,1.0,bad,,,,,,,,,,,,931.0,1321.0,,,
2020-10-07,11.0,1.0,bad,,,,,,,,,,,,,,3362.0,2969.0,2316.0
2020-10-07,12.0,1.0,bad,,418.0,,,185.9375,,,,,,,,,,,
2020-10-07,13.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,14.0,1.0,bad,,,,,,,,55.0,,,,,,,,
2020-10-07,15.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,16.0,1.0,bad,,,,,,,,,,,,817.0,1010.0,,,
2020-10-07,17.0,1.0,bad,,,,,,,,,,,,,,2263.0,2029.0,1615.0
2020-10-07,18.0,1.0,bad,,525.0,,,192.1944035346092,,,,,,,,,,,
2020-10-07,19.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,20.0,1.0,bad,,,,,,,,41.0,,,,,,,,
2020-10-07,21.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,22.0,1.0,bad,,,,,,,,,,,,782.0,954.0,,,
2020-10-07,23.0,1.0,bad,,,,,,,,,,,,,,2140.0,2057.0,1568.0
2020-10-07,0.0,1.0,bad,,591.0,,,163.40243030736218,,,,,,,,,,,
2020-10-07,1.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,2.0,1.0,bad,,,,,,,,53.0,,,,,,,,
2020-10-07,3.0,1.0,bad,,,,,,,,,,,,,,,,
2020-10-07,4.0,1.0,bad,,,,,,,,,,,,897.0,997.0,,,
2020-10-07,5.0,1.0,bad,,,,,,,,,,,,,,2160.0,2127.0,1639.0
2020-10-07,6.0,1.0,bad,,645.0,,,176.3265306122448,,,,,,,,,,,
