date,time,workday,weather,1025-116-1,9000000619-2
2019-03-05,9.0,1,good,274.0,
2019-03-05,10.0,1,good,222.0,
2019-03-05,11.0,1,good,231.0,
2019-03-05,12.0,1,good,228.0,
2019-03-05,13.0,1,good,231.0,
2019-03-05,14.0,1,good,204.0,
2019-03-05,17.0,1,good,252.0,
2019-03-05,18.0,1,good,240.0,
2019-03-05,19.0,1,good,223.0,
2019-03-05,20.0,1,good,143.0,
2019-03-05,21.0,1,good,118.0,
2019-03-05,22.0,1,good,87.0,
2019-03-05,23.0,1,good,53.0,
2019-03-06,0.0,1,good,46.0,
2019-03-06,1.0,1,good,23.0,
2019-03-06,2.0,1,good,32.0,
2019-03-06,3.0,1,good,31.0,
2019-03-06,4.0,1,good,37.0,
2019-03-06,5.0,1,good,86.0,
2019-03-06,6.0,1,good,152.0,
2019-03-06,7.0,1,good,,
2019-03-06,8.0,1,good,359.0,
2019-03-06,9.0,1,good,301.0,
2019-03-06,10.0,1,good,237.0,
2019-03-06,11.0,1,good,257.0,
2019-03-06,12.0,1,good,194.0,
2019-03-06,13.0,1,good,222.0,
2019-03-06,14.0,1,good,203.0,
2019-03-06,17.0,1,good,239.0,
2019-03-06,18.0,1,good,223.0,
2019-03-06,19.0,1,good,196.0,
2019-03-06,20.0,1,good,156.0,
2019-03-06,21.0,1,good,113.0,
2019-03-06,22.0,1,good,83.0,
2019-03-06,23.0,1,good,55.0,
2019-03-07,0.0,1,good,38.0,
2019-03-07,1.0,1,good,25.0,
2019-03-07,2.0,1,good,14.0,
2019-03-07,3.0,1,good,20.0,
2019-03-07,4.0,1,good,27.0,
2019-03-07,5.0,1,good,62.0,
2019-03-07,6.0,1,good,175.0,
2019-03-07,7.0,1,good,,
2019-03-07,8.0,1,good,378.0,
2019-03-07,9.0,1,good,287.0,
2019-03-07,10.0,1,good,231.0,
2019-03-07,11.0,1,good,218.0,
2019-03-07,12.0,1,good,217.0,
2019-03-07,13.0,1,good,218.0,
2019-03-07,14.0,1,good,228.0,
2019-03-07,16.0,1,good,262.0,
2019-03-07,17.0,1,good,236.0,
2019-03-07,18.0,1,good,262.0,
2019-03-07,19.0,1,good,290.0,
2019-03-07,20.0,1,good,169.0,
2019-03-07,21.0,1,good,121.0,
2019-03-07,22.0,1,good,84.0,
2019-03-07,23.0,1,good,76.0,
2019-03-08,0.0,1,good,39.0,
2019-03-08,1.0,1,good,28.0,
2019-03-08,2.0,1,good,20.0,
2019-03-08,3.0,1,good,18.0,
2019-03-08,4.0,1,good,25.0,
2019-03-08,5.0,1,good,72.0,
2019-03-08,6.0,1,good,172.0,
2019-03-08,7.0,1,good,383.0,
2019-03-08,8.0,1,good,385.0,
2019-03-08,9.0,1,good,297.0,
2019-03-08,10.0,1,good,259.0,
2019-03-08,11.0,1,good,236.0,
2019-03-08,12.0,1,good,261.0,
2019-03-08,13.0,1,good,266.0,
2019-03-08,14.0,1,good,260.0,
2019-03-08,16.0,1,good,232.0,
2019-03-08,17.0,1,good,256.0,
2019-03-08,18.0,1,good,272.0,
2019-03-08,19.0,1,good,255.0,
2019-03-08,20.0,1,good,231.0,
2019-03-08,21.0,1,good,213.0,
2019-03-08,22.0,1,good,177.0,
2019-03-08,23.0,1,good,133.0,
2019-03-09,0.0,0,good,98.0,
2019-03-09,1.0,0,good,101.0,
2019-03-09,2.0,0,good,66.0,
2019-03-09,3.0,0,good,73.0,
2019-03-09,4.0,0,good,56.0,
2019-03-09,5.0,0,good,54.0,
2019-03-09,6.0,0,good,66.0,
2019-03-09,7.0,0,good,101.0,
2019-03-09,8.0,0,good,121.0,
2019-03-09,9.0,0,good,170.0,
2019-03-09,10.0,0,good,206.0,
2019-03-09,11.0,0,good,226.0,
2019-03-09,12.0,0,good,195.0,
2019-03-09,13.0,0,good,187.0,
2019-03-09,14.0,0,good,160.0,
2019-03-09,15.0,0,good,163.0,
2019-03-09,16.0,0,good,156.0,
2019-03-09,17.0,0,good,140.0,
2019-03-09,18.0,0,good,156.0,
2019-03-09,19.0,0,good,183.0,
2019-03-09,20.0,0,good,163.0,
2019-03-09,21.0,0,good,147.0,
2019-03-09,22.0,0,good,119.0,
2019-03-09,23.0,0,good,115.0,
2019-03-10,0.0,0,good,93.0,
2019-03-10,1.0,0,good,72.0,
2019-03-10,2.0,0,good,65.0,
2019-03-10,3.0,0,good,46.0,
2019-03-10,4.0,0,good,32.0,
2019-03-10,5.0,0,good,39.0,
2019-03-10,6.0,0,good,32.0,
2019-03-10,7.0,0,good,29.0,
2019-03-10,8.0,0,good,48.0,
2019-03-10,9.0,0,good,95.0,
2019-03-10,10.0,0,good,104.0,
2019-03-10,11.0,0,good,126.0,
2019-03-10,12.0,0,good,155.0,
2019-03-10,13.0,0,good,118.0,
2019-03-10,14.0,0,good,137.0,
2019-03-10,15.0,0,good,139.0,
2019-03-10,16.0,0,good,139.0,
2019-03-10,17.0,0,good,120.0,
2019-03-10,18.0,0,good,126.0,
2019-03-10,19.0,0,good,125.0,
2019-03-10,20.0,0,good,92.0,
2019-03-10,21.0,0,good,82.0,
2019-03-10,22.0,0,good,47.0,
2019-03-10,23.0,0,good,43.0,
2019-03-11,0.0,1,bad,27.0,
2019-03-11,1.0,1,bad,13.0,
2019-03-11,2.0,1,bad,7.0,
2019-03-11,3.0,1,bad,10.0,
2019-03-11,4.0,1,bad,15.0,
2019-03-11,5.0,1,bad,65.0,
2019-03-11,6.0,1,bad,150.0,
2019-03-11,7.0,1,bad,,
2019-03-11,8.0,1,bad,,
2019-03-11,9.0,1,bad,274.0,
2019-03-11,10.0,1,bad,217.0,
2019-03-11,11.0,1,bad,200.0,
2019-03-11,12.0,1,bad,202.0,
2019-03-11,13.0,1,bad,226.0,
2019-03-11,14.0,1,bad,235.0,
2019-03-11,17.0,1,bad,263.0,
2019-03-11,18.0,1,bad,223.0,
2019-03-11,19.0,1,bad,164.0,
2019-03-11,20.0,1,bad,133.0,
2019-03-11,21.0,1,bad,108.0,
2019-03-11,22.0,1,bad,77.0,
2019-03-11,23.0,1,bad,44.0,
2019-03-12,0.0,1,good,24.0,
2019-03-12,1.0,1,good,15.0,
2019-03-12,2.0,1,good,6.0,
2019-03-12,3.0,1,good,15.0,
2019-03-12,4.0,1,good,20.0,
2019-03-12,5.0,1,good,66.0,
2019-03-12,6.0,1,good,158.0,
2019-03-12,7.0,1,good,,
2019-03-12,8.0,1,good,,
2019-03-12,9.0,1,good,301.0,
2019-03-12,10.0,1,good,222.0,
2019-03-12,11.0,1,good,191.0,
2019-03-12,12.0,1,good,210.0,
2019-03-12,13.0,1,good,243.0,
2019-03-12,14.0,1,good,234.0,
2019-03-12,17.0,1,good,216.0,
2019-03-12,18.0,1,good,224.0,
2019-03-12,19.0,1,good,232.0,
2019-03-12,20.0,1,good,154.0,
2019-03-12,21.0,1,good,111.0,
2019-03-12,22.0,1,good,87.0,
2019-03-12,23.0,1,good,60.0,
2019-03-13,0.0,1,bad,44.0,
2019-03-13,1.0,1,bad,20.0,
2019-03-13,2.0,1,bad,16.0,
2019-03-13,3.0,1,bad,18.0,
2019-03-13,4.0,1,bad,26.0,
2019-03-13,5.0,1,bad,63.0,
2019-03-13,6.0,1,bad,157.0,
2019-03-13,7.0,1,bad,,
2019-03-13,8.0,1,bad,,
2019-03-13,9.0,1,bad,275.0,
2019-03-13,10.0,1,bad,220.0,
2019-03-13,11.0,1,bad,212.0,
2019-03-13,12.0,1,bad,249.0,
2019-03-13,13.0,1,bad,205.0,
2019-03-13,14.0,1,bad,206.0,
2019-03-13,17.0,1,bad,232.0,
2019-03-13,18.0,1,bad,220.0,
2019-03-13,19.0,1,bad,207.0,
2019-03-13,20.0,1,bad,148.0,
2019-03-13,21.0,1,bad,106.0,
2019-03-13,22.0,1,bad,77.0,
2019-03-13,23.0,1,bad,59.0,
2019-03-14,0.0,1,good,51.0,
2019-03-14,1.0,1,good,25.0,
2019-03-14,2.0,1,good,23.0,
2019-03-14,3.0,1,good,25.0,
2019-03-14,4.0,1,good,29.0,
2019-03-14,5.0,1,good,63.0,
2019-03-14,6.0,1,good,171.0,
2019-03-14,7.0,1,good,,
2019-03-14,8.0,1,good,,
2019-03-14,9.0,1,good,304.0,
2019-03-14,10.0,1,good,219.0,
2019-03-14,11.0,1,good,262.0,
2019-03-14,12.0,1,good,233.0,
2019-03-14,13.0,1,good,233.0,
2019-03-14,14.0,1,good,240.0,
2019-03-14,17.0,1,good,262.0,
2019-03-14,18.0,1,good,254.0,
2019-03-14,19.0,1,good,250.0,
2019-03-14,20.0,1,good,157.0,
2019-03-14,21.0,1,good,117.0,
2019-03-14,22.0,1,good,95.0,
2019-03-14,23.0,1,good,74.0,
2019-03-15,0.0,1,good,50.0,
2019-03-15,1.0,1,good,35.0,
2019-03-15,2.0,1,good,22.0,
2019-03-15,3.0,1,good,23.0,
2019-03-15,4.0,1,good,36.0,
2019-03-15,5.0,1,good,66.0,
2019-03-15,6.0,1,good,168.0,
2019-03-15,7.0,1,good,,
2019-03-15,8.0,1,good,386.0,
2019-03-15,9.0,1,good,314.0,
2019-03-15,10.0,1,good,244.0,
2019-03-15,11.0,1,good,281.0,
2019-03-15,12.0,1,good,303.0,
2019-03-15,13.0,1,good,254.0,
2019-03-15,14.0,1,good,273.0,
2019-03-15,16.0,1,good,268.0,
2019-03-15,17.0,1,good,223.0,
2019-03-15,18.0,1,good,253.0,
2019-03-15,19.0,1,good,263.0,
2019-03-15,20.0,1,good,213.0,
2019-03-15,21.0,1,good,191.0,
2019-03-15,22.0,1,good,147.0,
2019-03-15,23.0,1,good,153.0,
2019-03-16,0.0,0,good,117.0,
2019-03-16,1.0,0,good,91.0,
2019-03-16,2.0,0,good,68.0,
2019-03-16,3.0,0,good,60.0,
2019-03-16,4.0,0,good,59.0,
2019-03-16,5.0,0,good,59.0,
2019-03-16,6.0,0,good,61.0,
2019-03-16,7.0,0,good,105.0,
2019-03-16,8.0,0,good,129.0,
2019-03-16,9.0,0,good,165.0,
2019-03-16,10.0,0,good,275.0,
2019-03-16,11.0,0,good,218.0,
2019-03-16,12.0,0,good,233.0,
2019-03-16,13.0,0,good,223.0,
2019-03-16,14.0,0,good,199.0,
2019-03-16,15.0,0,good,175.0,
2019-03-16,16.0,0,good,175.0,
2019-03-16,17.0,0,good,190.0,
2019-03-16,18.0,0,good,209.0,
2019-03-16,19.0,0,good,236.0,
2019-03-16,20.0,0,good,155.0,
2019-03-16,21.0,0,good,138.0,
2019-03-16,22.0,0,good,172.0,
2019-03-16,23.0,0,good,121.0,
2019-03-17,0.0,0,good,122.0,
2019-03-17,1.0,0,good,74.0,
2019-03-17,2.0,0,good,52.0,
2019-03-17,3.0,0,good,48.0,
2019-03-17,4.0,0,good,41.0,
2019-03-17,5.0,0,good,32.0,
2019-03-17,6.0,0,good,41.0,
2019-03-17,7.0,0,good,44.0,
2019-03-17,8.0,0,good,59.0,
2019-03-17,9.0,0,good,88.0,
2019-03-17,10.0,0,good,115.0,
2019-03-17,11.0,0,good,150.0,
2019-03-17,12.0,0,good,142.0,
2019-03-17,13.0,0,good,114.0,
2019-03-17,14.0,0,good,139.0,
2019-03-17,15.0,0,good,127.0,
2019-03-17,16.0,0,good,128.0,
2019-03-17,17.0,0,good,135.0,
2019-03-17,18.0,0,good,124.0,
2019-03-17,19.0,0,good,166.0,
2019-03-17,20.0,0,good,112.0,
2019-03-17,21.0,0,good,80.0,
2019-03-17,22.0,0,good,82.0,
2019-03-17,23.0,0,good,46.0,
2019-03-18,0.0,1,bad,27.0,
2019-03-18,1.0,1,bad,13.0,
2019-03-18,2.0,1,bad,9.0,
2019-03-18,3.0,1,bad,10.0,
2019-03-18,4.0,1,bad,17.0,
2019-03-18,5.0,1,bad,58.0,
2019-03-18,6.0,1,bad,158.0,
2019-03-18,7.0,1,bad,,
2019-03-18,8.0,1,bad,,
2019-03-18,9.0,1,bad,313.0,
2019-03-18,10.0,1,bad,239.0,
2019-03-18,11.0,1,bad,200.0,
2019-03-18,12.0,1,bad,211.0,
2019-03-18,13.0,1,bad,210.0,
2019-03-18,14.0,1,bad,242.0,
2019-03-18,17.0,1,bad,225.0,
2019-03-18,18.0,1,bad,216.0,
2019-03-18,19.0,1,bad,160.0,
2019-03-18,20.0,1,bad,139.0,
2019-03-18,21.0,1,bad,108.0,
2019-03-18,22.0,1,bad,83.0,
2019-03-18,23.0,1,bad,53.0,
2019-03-19,0.0,1,bad,34.0,
2019-03-19,1.0,1,bad,17.0,
2019-03-19,2.0,1,bad,12.0,
2019-03-19,3.0,1,bad,23.0,
2019-03-19,4.0,1,bad,20.0,
2019-03-19,5.0,1,bad,69.0,
2019-03-19,6.0,1,bad,163.0,
2019-03-19,7.0,1,bad,,
2019-03-19,8.0,1,bad,,
2019-03-19,9.0,1,bad,310.0,
2019-03-19,10.0,1,bad,248.0,
2019-03-19,11.0,1,bad,219.0,
2019-03-19,12.0,1,bad,220.0,
2019-03-19,13.0,1,bad,217.0,
2019-03-19,14.0,1,bad,221.0,
2019-03-19,17.0,1,bad,245.0,
2019-03-19,18.0,1,bad,222.0,
2019-03-19,19.0,1,bad,247.0,
2019-03-19,20.0,1,bad,149.0,
2019-03-19,21.0,1,bad,107.0,
2019-03-19,22.0,1,bad,103.0,
2019-03-19,23.0,1,bad,65.0,
2019-03-20,0.0,1,good,33.0,
2019-03-20,1.0,1,good,32.0,
2019-03-20,2.0,1,good,16.0,
2019-03-20,3.0,1,good,17.0,
2019-03-20,4.0,1,good,21.0,
2019-03-20,5.0,1,good,75.0,
2019-03-20,6.0,1,good,187.0,
2019-03-20,7.0,1,good,,
2019-03-20,8.0,1,good,,
2019-03-20,9.0,1,good,297.0,
2019-03-20,10.0,1,good,239.0,
2019-03-20,11.0,1,good,221.0,
2019-03-20,12.0,1,good,220.0,
2019-03-20,13.0,1,good,223.0,
2019-03-20,14.0,1,good,212.0,
2019-03-20,17.0,1,good,245.0,
2019-03-20,18.0,1,good,229.0,
2019-03-20,19.0,1,good,208.0,
2019-03-20,20.0,1,good,140.0,
2019-03-20,21.0,1,good,119.0,
2019-03-20,22.0,1,good,86.0,
2019-03-20,23.0,1,good,68.0,
2019-03-21,0.0,1,good,61.0,
2019-03-21,1.0,1,good,32.0,
2019-03-21,2.0,1,good,18.0,
2019-03-21,3.0,1,good,27.0,
2019-03-21,4.0,1,good,35.0,
2019-03-21,5.0,1,good,67.0,
2019-03-21,6.0,1,good,180.0,
2019-03-21,7.0,1,good,,
2019-03-21,8.0,1,good,,
2019-03-21,9.0,1,good,273.0,
2019-03-21,10.0,1,good,257.0,
2019-03-21,11.0,1,good,229.0,
2019-03-21,12.0,1,good,221.0,
2019-03-21,13.0,1,good,248.0,
2019-03-21,14.0,1,good,244.0,
2019-03-21,17.0,1,good,273.0,
2019-03-21,18.0,1,good,263.0,
2019-03-21,19.0,1,good,218.0,
2019-03-21,20.0,1,good,157.0,
2019-03-21,21.0,1,good,111.0,
2019-03-21,22.0,1,good,102.0,
2019-03-21,23.0,1,good,63.0,
2019-03-22,0.0,1,good,49.0,
2019-03-22,1.0,1,good,30.0,
2019-03-22,2.0,1,good,29.0,
2019-03-22,3.0,1,good,26.0,
2019-03-22,4.0,1,good,26.0,
2019-03-22,5.0,1,good,72.0,
2019-03-22,6.0,1,good,164.0,
2019-03-22,7.0,1,good,,
2019-03-22,8.0,1,good,381.0,
2019-03-22,9.0,1,good,234.0,
2019-03-22,10.0,1,good,253.0,
2019-03-22,11.0,1,good,242.0,
2019-03-22,12.0,1,good,262.0,
2019-03-22,13.0,1,good,240.0,
2019-03-22,14.0,1,good,260.0,
2019-03-22,16.0,1,good,263.0,
2019-03-22,17.0,1,good,294.0,
2019-03-22,18.0,1,good,272.0,
2019-03-22,19.0,1,good,274.0,
2019-03-22,20.0,1,good,194.0,
2019-03-22,21.0,1,good,181.0,
2019-03-22,22.0,1,good,159.0,
2019-03-22,23.0,1,good,123.0,
2019-03-23,0.0,0,good,105.0,
2019-03-23,1.0,0,good,80.0,
2019-03-23,2.0,0,good,67.0,
2019-03-23,3.0,0,good,47.0,
2019-03-23,4.0,0,good,54.0,
2019-03-23,5.0,0,good,53.0,
2019-03-23,6.0,0,good,73.0,
2019-03-23,7.0,0,good,92.0,
2019-03-23,8.0,0,good,133.0,
2019-03-23,9.0,0,good,178.0,
2019-03-23,10.0,0,good,211.0,
2019-03-23,11.0,0,good,172.0,
2019-03-23,12.0,0,good,202.0,
2019-03-23,13.0,0,good,198.0,
2019-03-23,14.0,0,good,161.0,
2019-03-23,15.0,0,good,175.0,
2019-03-23,16.0,0,good,164.0,
2019-03-23,17.0,0,good,175.0,
2019-03-23,18.0,0,good,184.0,
2019-03-23,19.0,0,good,168.0,
2019-03-23,20.0,0,good,152.0,
2019-03-23,21.0,0,good,134.0,
2019-03-23,22.0,0,good,112.0,
2019-03-23,23.0,0,good,122.0,
2019-03-24,0.0,0,good,88.0,
2019-03-24,1.0,0,good,76.0,
2019-03-24,2.0,0,good,58.0,
2019-03-24,3.0,0,good,63.0,
2019-03-24,4.0,0,good,49.0,
2019-03-24,5.0,0,good,32.0,
2019-03-24,6.0,0,good,48.0,
2019-03-24,7.0,0,good,40.0,
2019-03-24,8.0,0,good,57.0,
2019-03-24,9.0,0,good,89.0,
2019-03-24,10.0,0,good,104.0,
2019-03-24,11.0,0,good,106.0,
2019-03-24,12.0,0,good,134.0,
2019-03-24,13.0,0,good,139.0,
2019-03-24,14.0,0,good,130.0,
2019-03-24,15.0,0,good,144.0,
2019-03-24,16.0,0,good,169.0,
2019-03-24,17.0,0,good,134.0,
2019-03-24,18.0,0,good,135.0,
2019-03-24,19.0,0,good,126.0,
2019-03-24,20.0,0,good,83.0,
2019-03-24,21.0,0,good,68.0,
2019-03-24,22.0,0,good,58.0,
2019-03-24,23.0,0,good,39.0,
2019-03-25,0.0,1,bad,31.0,
2019-03-25,1.0,1,bad,13.0,
2019-03-25,2.0,1,bad,10.0,
2019-03-25,3.0,1,bad,12.0,
2019-03-25,4.0,1,bad,22.0,
2019-03-25,5.0,1,bad,60.0,
2019-03-25,6.0,1,bad,170.0,
2019-03-25,7.0,1,bad,,
2019-03-25,8.0,1,bad,,
2019-03-25,9.0,1,bad,258.0,
2019-03-25,10.0,1,bad,226.0,
2019-03-25,11.0,1,bad,213.0,
2019-03-25,12.0,1,bad,223.0,
2019-03-25,13.0,1,bad,238.0,
2019-03-25,14.0,1,bad,210.0,
2019-03-25,17.0,1,bad,221.0,
2019-03-25,18.0,1,bad,208.0,
2019-03-25,19.0,1,bad,190.0,
2019-03-25,20.0,1,bad,147.0,
2019-03-25,21.0,1,bad,109.0,
2019-03-25,22.0,1,bad,78.0,
2019-03-25,23.0,1,bad,46.0,
2019-03-26,0.0,1,good,24.0,
2019-03-26,1.0,1,good,13.0,
2019-03-26,2.0,1,good,6.0,
2019-03-26,3.0,1,good,11.0,
2019-03-26,4.0,1,good,27.0,
2019-03-26,5.0,1,good,59.0,
2019-03-26,6.0,1,good,159.0,
2019-03-26,7.0,1,good,,
2019-03-26,8.0,1,good,,
2019-03-26,9.0,1,good,197.0,
2019-03-26,10.0,1,good,202.0,
2019-03-26,11.0,1,good,175.0,
2019-03-26,12.0,1,good,167.0,
2019-03-26,13.0,1,good,171.0,
2019-03-26,14.0,1,good,139.0,
2019-03-26,16.0,1,good,144.0,
2019-03-26,17.0,1,good,156.0,
2019-03-26,18.0,1,good,149.0,
2019-03-26,19.0,1,good,128.0,
2019-03-26,20.0,1,good,85.0,
2019-03-26,21.0,1,good,50.0,
2019-03-26,22.0,1,good,32.0,
2019-03-26,23.0,1,good,22.0,
2019-03-27,0.0,1,good,11.0,
2019-03-27,1.0,1,good,15.0,
2019-03-27,2.0,1,good,12.0,
2019-03-27,3.0,1,good,7.0,
2019-03-27,4.0,1,good,13.0,
2019-03-27,5.0,1,good,35.0,
2019-03-27,6.0,1,good,84.0,
2019-03-27,7.0,1,good,259.0,
2019-03-27,8.0,1,good,263.0,
2019-03-27,9.0,1,good,142.0,
2019-03-27,10.0,1,good,128.0,
2019-03-27,11.0,1,good,140.0,
2019-03-27,12.0,1,good,127.0,
2019-03-27,13.0,1,good,140.0,
2019-03-27,14.0,1,good,118.0,
2019-03-27,16.0,1,good,134.0,
2019-03-27,17.0,1,good,148.0,
2019-03-27,18.0,1,good,146.0,
2019-03-27,19.0,1,good,107.0,
2019-03-27,20.0,1,good,77.0,
2019-03-27,21.0,1,good,52.0,
2019-03-27,22.0,1,good,38.0,
2019-03-27,23.0,1,good,29.0,
2019-03-28,0.0,1,good,21.0,
2019-03-28,1.0,1,good,13.0,
2019-03-28,2.0,1,good,9.0,
2019-03-28,3.0,1,good,9.0,
2019-03-28,4.0,1,good,10.0,
2019-03-28,5.0,1,good,16.0,
2019-03-28,6.0,1,good,71.0,
2019-03-28,7.0,1,good,174.0,
2019-03-28,8.0,1,good,198.0,
2019-03-28,9.0,1,good,142.0,
2019-03-28,10.0,1,good,131.0,
2019-03-28,11.0,1,good,108.0,
2019-03-28,12.0,1,good,128.0,
2019-03-28,13.0,1,good,128.0,
2019-03-28,14.0,1,good,130.0,
2019-03-28,17.0,1,good,136.0,
2019-03-28,18.0,1,good,146.0,
2019-03-28,19.0,1,good,123.0,
2019-03-28,20.0,1,good,71.0,
2019-03-28,21.0,1,good,52.0,
2019-03-28,22.0,1,good,36.0,
2019-03-28,23.0,1,good,24.0,
2019-03-29,0.0,1,good,14.0,
2019-03-29,1.0,1,good,16.0,
2019-03-29,2.0,1,good,13.0,
2019-03-29,3.0,1,good,10.0,
2019-03-29,4.0,1,good,11.0,
2019-03-29,5.0,1,good,27.0,
2019-03-29,6.0,1,good,55.0,
2019-03-29,7.0,1,good,163.0,
2019-03-29,8.0,1,good,148.0,
2019-03-29,9.0,1,good,129.0,
2019-03-29,10.0,1,good,146.0,
2019-03-29,11.0,1,good,127.0,
2019-03-29,12.0,1,good,144.0,
2019-03-29,13.0,1,good,110.0,
2019-03-29,14.0,1,good,137.0,
2019-03-29,15.0,1,good,136.0,
2019-03-29,16.0,1,good,118.0,
2019-03-29,17.0,1,good,153.0,
2019-03-29,18.0,1,good,157.0,
2019-03-29,19.0,1,good,134.0,
2019-03-29,20.0,1,good,128.0,
2019-03-29,21.0,1,good,92.0,
2019-03-29,22.0,1,good,57.0,
2019-03-29,23.0,1,good,57.0,
2019-03-30,0.0,0,good,46.0,
2019-03-30,1.0,0,good,26.0,
2019-03-30,2.0,0,good,34.0,
2019-03-30,3.0,0,good,22.0,
2019-03-30,4.0,0,good,18.0,
2019-03-30,5.0,0,good,17.0,
2019-03-30,6.0,0,good,25.0,
2019-03-30,7.0,0,good,60.0,
2019-03-30,8.0,0,good,108.0,
2019-03-30,9.0,0,good,121.0,
2019-03-30,10.0,0,good,159.0,
2019-03-30,11.0,0,good,177.0,
2019-03-30,12.0,0,good,175.0,
2019-03-30,13.0,0,good,166.0,
2019-03-30,14.0,0,good,137.0,
2019-03-30,15.0,0,good,190.0,
2019-03-30,16.0,0,good,149.0,
2019-03-30,17.0,0,good,177.0,
2019-03-30,18.0,0,good,165.0,
2019-03-30,19.0,0,good,192.0,
2019-03-30,20.0,0,good,150.0,
2019-03-30,21.0,0,good,124.0,
2019-03-30,22.0,0,good,123.0,
2019-03-30,23.0,0,good,91.0,
2019-03-31,0.0,0,good,70.0,
2019-03-31,1.0,0,good,49.0,
2019-03-31,2.0,0,good,49.0,
2019-03-31,3.0,0,good,31.0,
2019-03-31,4.0,0,good,34.0,
